time,epoch,batch,loss,cost
0min24sec,1,510,-82.975,59.116,45.764
0min24sec,1,520,-82.825,59.114,45.762
0min24sec,1,530,-82.886,59.143,45.787
0min24sec,1,540,-82.860,59.137,45.780
0min24sec,1,550,-82.831,59.137,45.781
0min24sec,1,560,-82.538,59.129,45.773
0min24sec,1,570,-82.215,59.117,45.759
0min24sec,1,580,-81.838,59.100,45.739
0min25sec,1,590,-81.441,59.074,45.710
0min25sec,1,600,-81.055,59.052,45.685
0min24sec,1,610,-80.966,59.056,45.684
0min24sec,1,620,-80.663,59.051,45.678
0min24sec,1,630,-80.291,59.020,45.648
0min24sec,1,640,-79.808,58.994,45.620
0min24sec,1,650,-79.635,58.985,45.610
0min24sec,1,660,-79.290,58.971,45.595
0min24sec,1,670,-79.507,58.986,45.607
0min24sec,1,680,-79.539,58.992,45.612
0min24sec,1,690,-79.485,58.993,45.614
0min24sec,1,700,-79.460,58.985,45.605
0min24sec,1,710,-79.228,58.960,45.579
0min24sec,1,720,-78.872,58.939,45.558
0min24sec,1,730,-78.844,58.939,45.559
0min24sec,1,740,-78.581,58.935,45.557
0min24sec,1,750,-78.502,58.927,45.548
0min24sec,1,760,-78.498,58.925,45.546
0min24sec,1,770,-78.447,58.932,45.554
0min24sec,1,780,-78.991,58.964,45.588
0min24sec,1,790,-79.137,58.988,45.612
0min24sec,1,800,-79.147,58.987,45.609
0min24sec,1,810,-79.001,58.981,45.604
0min24sec,1,820,-78.895,58.971,45.595
0min24sec,1,830,-78.768,58.966,45.593
0min24sec,1,840,-78.778,58.976,45.604
0min24sec,1,850,-78.758,58.978,45.606
0min24sec,1,860,-79.067,58.998,45.626
0min24sec,1,870,-78.913,58.989,45.618
0min24sec,1,880,-78.549,58.964,45.594
0min24sec,1,890,-78.291,58.949,45.578
0min24sec,1,900,-77.934,58.933,45.561
0min24sec,1,910,-77.527,58.900,45.528
0min23sec,1,920,-77.232,58.872,45.501
0min24sec,1,930,-77.064,58.854,45.484
0min24sec,1,940,-77.055,58.853,45.485
0min24sec,1,950,-77.275,58.866,45.496
0min24sec,1,960,-77.415,58.870,45.497
0min24sec,1,970,-77.388,58.866,45.488
0min24sec,1,980,-77.220,58.856,45.476
0min24sec,1,990,-77.092,58.847,45.467
0min24sec,1,1000,-76.928,58.827,45.449
0min24sec,1,1010,-76.691,58.811,45.435
0min24sec,1,1020,-76.404,58.784,45.411
0min24sec,1,1030,-76.107,58.769,45.398
0min24sec,1,1040,-76.232,58.783,45.412
0min24sec,1,1050,-76.146,58.777,45.405
0min24sec,1,1060,-75.805,58.756,45.384
0min24sec,1,1070,-75.793,58.756,45.384
0min25sec,1,1080,-75.832,58.758,45.386
0min24sec,1,1090,-75.738,58.744,45.372
0min24sec,1,1100,-75.593,58.731,45.360
0min24sec,1,1110,-75.376,58.714,45.343
0min24sec,1,1120,-75.199,58.702,45.332
0min24sec,1,1130,-75.054,58.692,45.324
0min24sec,1,1140,-74.770,58.672,45.306
0min24sec,1,1150,-74.575,58.657,45.291
0min24sec,1,1160,-74.291,58.638,45.274
0min24sec,1,1170,-74.087,58.627,45.264
0min24sec,1,1180,-74.056,58.625,45.265
0min24sec,1,1190,-74.052,58.621,45.266
0min24sec,1,1200,-73.927,58.610,45.257
0min24sec,1,1210,-73.794,58.603,45.252
0min24sec,1,1220,-73.568,58.582,45.232
0min24sec,1,1230,-73.404,58.565,45.217
0min25sec,1,1240,-73.238,58.551,45.204
