time,epoch,batch,loss,cost
0min2sec,0,0,2.373,20.342,6.469
0min28sec,0,10,16.662,19.690,6.044
0min31sec,0,20,22.441,18.610,5.815
0min26sec,0,30,21.045,17.698,5.604
0min26sec,0,40,18.894,16.908,5.378
0min27sec,0,50,16.795,16.228,5.125
0min26sec,0,60,15.049,15.630,4.897
0min26sec,0,70,13.246,15.146,4.711
0min24sec,0,80,11.838,14.747,4.550
0min25sec,0,90,10.717,14.405,4.413
2min8sec,1,0,-10.936,11.401,3.064
0min24sec,1,10,-11.067,11.429,2.961
