time,epoch,batch,loss,cost
0min26sec,0,1470,471.428,747.780,733.491
0min26sec,0,1480,467.485,746.218,731.931
0min28sec,0,1490,463.032,744.748,730.463
0min27sec,0,1500,459.365,743.259,728.975
0min26sec,0,1510,455.498,741.804,727.522
0min30sec,0,1520,452.393,740.262,725.983
0min26sec,0,1530,448.385,738.799,724.523
0min24sec,0,1540,444.979,737.344,723.071
0min24sec,0,1550,441.252,735.858,721.587
0min24sec,0,1560,437.747,734.358,720.089
0min24sec,0,1570,433.744,732.946,718.679
0min24sec,0,1580,430.287,731.560,717.294
0min24sec,0,1590,426.259,730.260,715.996
0min24sec,0,1600,423.480,728.906,714.643
0min24sec,0,1610,420.596,727.529,713.266
0min24sec,0,1620,417.751,726.127,711.865
0min24sec,0,1630,414.537,724.709,710.449
0min24sec,0,1640,411.380,723.294,709.036
0min27sec,0,1650,408.357,721.916,707.660
0min27sec,0,1660,405.454,720.549,706.296
0min29sec,0,1670,402.241,719.254,705.003
0min27sec,0,1680,398.516,718.032,703.782
0min29sec,0,1690,395.872,716.749,702.501
0min29sec,0,1700,392.916,715.494,701.249
0min29sec,0,1710,389.971,714.273,700.029
0min32sec,0,1720,386.967,713.141,698.897
0min29sec,0,1730,384.568,711.932,697.691
0min28sec,0,1740,382.639,710.628,696.388
0min30sec,0,1750,379.309,709.376,695.137
0min28sec,0,1760,376.185,708.211,693.972
0min28sec,0,1770,373.759,706.980,692.741
0min28sec,0,1780,370.825,705.802,691.565
0min27sec,0,1790,368.285,704.629,690.393
0min28sec,0,1800,365.755,703.429,689.194
0min28sec,0,1810,362.910,702.313,688.081
0min28sec,0,1820,361.206,701.109,686.879
0min30sec,0,1830,358.824,699.963,685.735
0min28sec,0,1840,356.616,698.798,684.571
0min27sec,0,1850,354.474,697.624,683.399
0min30sec,0,1860,352.229,696.466,682.242
0min28sec,0,1870,349.797,695.321,681.098
0min36sec,0,1880,347.663,694.188,679.966
0min27sec,0,1890,345.578,693.093,678.873
0min28sec,0,1900,342.915,692.084,677.866
0min28sec,0,1910,341.227,690.978,676.762
0min29sec,0,1920,338.919,689.861,675.647
0min33sec,0,1930,336.629,688.752,674.539
0min27sec,0,1940,334.209,687.703,673.491
0min27sec,0,1950,331.791,686.695,672.485
0min27sec,0,1960,329.995,685.631,671.423
0min27sec,0,1970,327.684,684.638,670.431
0min27sec,0,1980,325.844,683.642,669.435
0min28sec,0,1990,323.856,682.597,668.391
0min28sec,0,2000,321.713,681.586,667.379
0min28sec,0,2010,319.324,680.593,666.387
0min28sec,0,2020,317.203,679.615,665.411
0min28sec,0,2030,315.041,678.673,664.471
0min27sec,0,2040,312.793,677.732,663.532
0min31sec,0,2050,311.054,676.762,662.565
0min27sec,0,2060,309.169,675.792,661.598
0min27sec,0,2070,307.053,674.813,660.620
0min28sec,0,2080,305.300,673.845,659.654
0min28sec,0,2090,303.226,672.862,658.672
0min33sec,0,2100,301.475,671.861,657.673
0min36sec,0,2110,299.434,670.879,656.691
0min31sec,0,2120,297.544,669.955,655.769
0min29sec,0,2130,295.533,669.113,654.929
0min33sec,0,2140,293.951,668.251,654.068
0min30sec,0,2150,292.557,667.343,653.162
0min29sec,0,2160,291.128,666.426,652.246
0min33sec,0,2170,289.059,665.514,651.335
0min31sec,0,2180,287.389,664.591,650.414
0min30sec,0,2190,285.530,663.650,649.474
0min32sec,0,2200,283.950,662.713,648.536
0min28sec,0,2210,281.926,661.846,647.669
0min30sec,0,2220,280.191,661.001,646.824
0min31sec,0,2230,278.830,660.146,645.970
0min28sec,0,2240,277.029,659.280,645.106
0min28sec,0,2250,275.023,658.451,644.279
0min29sec,0,2260,272.812,657.679,643.508
0min29sec,0,2270,271.711,656.854,642.683
0min26sec,0,2280,270.105,655.981,641.812
0min28sec,0,2290,268.193,655.195,641.027
0min26sec,0,2300,266.396,654.488,640.320
0min29sec,0,2310,264.930,653.721,639.554
0min33sec,0,2320,263.480,652.921,638.755
0min30sec,0,2330,262.271,652.070,637.906
0min33sec,0,2340,260.576,651.273,637.111
0min36sec,0,2350,259.653,650.418,636.257
0min33sec,0,2360,258.178,649.592,635.432
0min29sec,0,2370,256.509,648.754,634.594
0min31sec,0,2380,255.004,647.948,633.789
0min34sec,0,2390,253.506,647.141,632.983
0min32sec,0,2400,252.058,646.372,632.215
0min32sec,0,2410,250.606,645.626,631.470
0min33sec,0,2420,249.503,644.821,630.666
0min33sec,0,2430,248.197,644.055,629.901
0min30sec,0,2440,247.346,643.219,629.067
0min34sec,0,2450,246.024,642.409,628.259
0min36sec,0,2460,244.544,641.671,627.524
0min35sec,0,2470,243.201,640.961,626.816
0min34sec,0,2480,242.111,640.222,626.079
0min34sec,0,2490,240.642,639.477,625.337
51min59sec,1,0,-894.062,455.546,441.653
0min25sec,1,10,-742.696,452.076,438.361
0min32sec,1,20,-803.001,458.576,444.901
0min31sec,1,30,-798.263,459.867,446.192
0min26sec,1,40,-814.216,460.397,446.675
0min30sec,1,50,-827.150,463.380,449.604
0min32sec,1,60,-851.767,465.520,451.667
0min27sec,1,70,-846.786,464.776,450.880
0min26sec,1,80,-848.052,463.682,449.755
